image,corruption,iqs,focus,illumination,fov,predicted_quality,recapture_feedback
25819_left.jpeg,baseline,0.39186410071254096,0.0002525756062291336,0.7867103827639708,0.4656577460106383,good,
25819_left.jpeg,defocus_blur,0.39232674930541134,4.2694409544406405e-05,0.7866889409167112,0.4678741688829787,good,
25819_left.jpeg,low_light,0.39066118718835124,8.9512353139854e-05,0.784709488791093,0.46390824468085107,good,
25819_left.jpeg,uneven_illumination,0.39415573423000383,0.00011189805355046118,0.7945101755564395,0.46412965425531916,good,
25819_left.jpeg,fov_misalignment,0.17087543260089577,0.0002523180903811298,0.15556512361051283,0.46530684840425535,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
25819_left.jpeg,jpeg_q25,0.3918579883329788,0.00027661500294427625,0.7865997869814377,0.46574966755319147,good,
35332_left.jpeg,baseline,0.40428173847228766,0.0002949243642549247,0.8188914900258281,0.4702069888701833,good,
35332_left.jpeg,defocus_blur,0.4046181491527211,1.8326666488108905e-05,0.8188916394443531,0.47199497872240925,good,
35332_left.jpeg,low_light,0.4029482050499932,8.274610634352461e-05,0.8157225351352897,0.46964887724041765,good,
35332_left.jpeg,uneven_illumination,0.3962892098288007,0.00011153559007799811,0.7965880167562303,0.46975515891235586,good,
35332_left.jpeg,fov_misalignment,0.15345419107335095,0.0002920838228948563,0.10509978213441849,0.4662097351885862,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
35332_left.jpeg,jpeg_q25,0.40412718863573416,0.00013178575375176384,0.8185628675165038,0.4703098828138285,good,
25423_right.jpeg,baseline,0.4814165807538624,0.0011575829229890744,0.8470928963694555,0.7378841354214296,good,
25423_right.jpeg,defocus_blur,0.48076235263920064,4.712317882419606e-05,0.8471174167798342,0.7370096299789158,good,
25423_right.jpeg,low_light,0.4776084137229615,0.0002926042012477053,0.8456476956827192,0.7260587142140426,good,
25423_right.jpeg,uneven_illumination,0.36070616638482134,0.00041302896216151747,0.5115573718504436,0.725983498609206,usable,
25423_right.jpeg,fov_misalignment,0.2637399452650903,0.0010388370271730556,0.27685745912468823,0.6656971990423208,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
25423_right.jpeg,jpeg_q25,0.48088465422708565,0.00040611278151589744,0.8463449621546579,0.7380058894413961,good,
16685_left.jpeg,baseline,0.38670133129413153,0.0019271315282721557,0.6275122072403306,0.665204824594828,good,
16685_left.jpeg,defocus_blur,0.38700329415102197,8.013290054077311e-05,0.6273680377079609,0.6695697111720774,good,
16685_left.jpeg,low_light,0.3843560952227475,0.000485343009446078,0.6227837699864087,0.6647505540949042,good,
16685_left.jpeg,uneven_illumination,0.4092844790715313,0.000599277659581993,0.6938535560883621,0.6647840935070873,good,
16685_left.jpeg,fov_misalignment,0.2536359627772413,0.001691894983623982,0.284028346562207,0.6141971339480771,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
16685_left.jpeg,jpeg_q25,0.38611123997401087,0.0014137610832187994,0.6261806034337911,0.665530097355586,good,
1229_left.jpeg,baseline,0.4446607064772055,0.0015261499716010538,0.8216668041234898,0.6258674601813747,good,
1229_left.jpeg,defocus_blur,0.445092841470229,7.545141049668523e-05,0.821720615948628,0.6298417812960423,good,
1229_left.jpeg,low_light,0.443244303133546,0.00040118718813631,0.8193227963736586,0.6252833981100442,good,
1229_left.jpeg,uneven_illumination,0.3729336486625874,0.0005328923501548272,0.6182746273269853,0.6252974886323223,good,
1229_left.jpeg,fov_misalignment,0.23775839270969995,0.0014059552754856082,0.2590607125264109,0.5860990448610476,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
1229_left.jpeg,jpeg_q25,0.44450155605998964,0.0010460922261305617,0.8215210170834882,0.6262030527612661,good,
17563_left.jpeg,baseline,0.42198930524880196,0.00020057800496543228,0.8497106372325988,0.49804140406162467,good,
17563_left.jpeg,defocus_blur,0.4226500404144463,1.5063528303790527e-05,0.8497276929545156,0.5009572898761777,good,
17563_left.jpeg,low_light,0.421472696414358,5.4230284256720505e-05,0.8489198738032155,0.49731619387811943,good,
17563_left.jpeg,uneven_illumination,0.3526158102460245,7.460083568424736e-05,0.6520957557992573,0.49740982152804303,usable,
17563_left.jpeg,fov_misalignment,0.17752906646121747,0.00018796102675559326,0.15496331223389234,0.4928668910746117,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
17563_left.jpeg,jpeg_q25,0.4221141869590757,0.00018935936383777837,0.8498874927780514,0.4983112829648905,good,
26680_right.jpeg,baseline,0.3768530361097888,0.00038733906215535004,0.7209907547385507,0.49740534530573594,good,
26680_right.jpeg,defocus_blur,0.37736690227234726,2.232294744023283e-05,0.7210269101147366,0.49999421821285334,good,
26680_right.jpeg,low_light,0.37584844041097115,0.00010024854864021387,0.7187553036807393,0.4969759388130252,good,
26680_right.jpeg,uneven_illumination,0.28109086702196784,0.00012940937817730347,0.4479546129169591,0.49701995499904505,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
26680_right.jpeg,fov_misalignment,0.16229163048555612,0.0003766670686720325,0.1117692910460749,0.4920868471678444,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
26680_right.jpeg,jpeg_q25,0.37723368254788286,0.0003032460230784645,0.7220823222703742,0.49753428537608224,good,
18302_right.jpeg,baseline,0.4740434211804192,0.0005332887108344739,0.8204210879870663,0.7467308996024488,good,
18302_right.jpeg,defocus_blur,0.47392721395785437,4.383580542465425e-05,0.8204128440315324,0.7470607368985926,good,
18302_right.jpeg,low_light,0.47035693724249406,0.0001617681221487522,0.8185212388222555,0.7352391856233805,good,
18302_right.jpeg,uneven_illumination,0.41733692097059605,0.00021841024930834054,0.6668635059553766,0.7353893191459635,good,
18302_right.jpeg,fov_misalignment,0.2800575376205482,0.0004750591617173523,0.3203603499175455,0.6709655659388812,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
18302_right.jpeg,jpeg_q25,0.4740659610146728,0.00023289921808403941,0.8201528983400085,0.7476771476337448,good,
32765_left.jpeg,baseline,0.4131951417074865,0.00037165165522097494,0.8429541179268651,0.4720501590839811,good,
32765_left.jpeg,defocus_blur,0.41384355555199004,3.2073846886673314e-05,0.842966062940429,0.475170415936341,good,
32765_left.jpeg,low_light,0.4123621808565089,0.00010834199679627697,0.8412898615731833,0.471469570028705,good,
32765_left.jpeg,uneven_illumination,0.3848548074300155,0.00014134384230651974,0.7625738165629873,0.4715897363841894,good,
32765_left.jpeg,fov_misalignment,0.156738046090174,0.0003633733137579234,0.11272413394448666,0.46855699953640195,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
32765_left.jpeg,jpeg_q25,0.41292883163705346,0.0002762951356075805,0.84217186647204,0.4722326412703856,good,
11716_right.jpeg,baseline,0.4599965599992185,0.0008584647354759005,0.8044523936376136,0.7123793453274535,good,
11716_right.jpeg,defocus_blur,0.45968838349254015,5.154808062594583e-05,0.8044320351040584,0.7124662078954775,good,
11716_right.jpeg,low_light,0.4561486564216842,0.0002410130091025247,0.8019289662087689,0.7015084521798962,good,
11716_right.jpeg,uneven_illumination,0.4171077007482432,0.00032525951802348077,0.6881447660793695,0.704507715253018,good,
11716_right.jpeg,fov_misalignment,0.27061219520342195,0.0007807287325920976,0.30755185122383843,0.6506270231281667,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
11716_right.jpeg,jpeg_q25,0.45918951588867263,0.0003186971755986602,0.8029287957795963,0.7121478339822981,good,
27062_right.jpeg,baseline,0.4894099787269111,0.0006456255346599,0.8572626741636812,0.7564391702230351,good,
27062_right.jpeg,defocus_blur,0.48930327400532164,5.4210908310653394e-05,0.8572583367152851,0.7569646871665905,good,
27062_right.jpeg,low_light,0.4847939600307799,0.00018641206717314045,0.8561364366755684,0.7402865694698471,good,
27062_right.jpeg,uneven_illumination,0.40087848486851707,0.0002484674449782999,0.6161549118525731,0.7404995149685007,good,
27062_right.jpeg,fov_misalignment,0.2727334246902591,0.0005885365781410161,0.2952475747233072,0.6766454356233805,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
27062_right.jpeg,jpeg_q25,0.48931917335997666,0.0004032091174176268,0.8565281924216573,0.7574920894617182,good,
5829_left.jpeg,baseline,0.45123128681925107,0.0007773075540529095,0.7742313733594188,0.7197575324873334,good,
5829_left.jpeg,defocus_blur,0.45119091513888493,5.470107992244669e-05,0.7742617261932848,0.7207097221570651,good,
5829_left.jpeg,low_light,0.44775237661205025,0.00022363384498281591,0.7715365663335748,0.7105004994292238,good,
5829_left.jpeg,uneven_illumination,0.3316494058572219,0.0003039090916585899,0.4389890321576135,0.711526723861575,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
5829_left.jpeg,fov_misalignment,0.2386416198543359,0.000703103536601356,0.21405242048613785,0.6537681250781885,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
5829_left.jpeg,jpeg_q25,0.45117387180720125,0.0003382663667971292,0.7744221392784465,0.7199632660521048,good,
28773_left.jpeg,baseline,0.4224715886661701,0.0002804676499565237,0.8730620570594575,0.46715072654150935,good,
28773_left.jpeg,defocus_blur,0.4229123735452519,2.0316791207448876e-05,0.8730576032972867,0.46933634269887425,good,
28773_left.jpeg,low_light,0.4218592282072601,7.9429520089362e-05,0.8718676537841272,0.46669511029911914,good,
28773_left.jpeg,uneven_illumination,0.3739998273440278,0.00010420137236758182,0.7350327206708266,0.4667867782411659,good,
28773_left.jpeg,fov_misalignment,0.15629959423184447,0.0002788714571864405,0.11406340118942307,0.46506342093068737,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
28773_left.jpeg,jpeg_q25,0.4222457160563323,0.00017084973708292894,0.8724757955512615,0.4672433908742305,good,
1265_right.jpeg,baseline,0.4391343839137375,0.002162583233060299,0.7769065416967601,0.6654082441065895,good,
1265_right.jpeg,defocus_blur,0.4394707271753545,8.745700812954966e-05,0.7769140722289137,0.6700632763679317,good,
1265_right.jpeg,low_light,0.43739209385726296,0.0005344117694155337,0.7742331747700401,0.6647868719199309,good,
1265_right.jpeg,uneven_illumination,0.3200635842919338,0.0008082939216515696,0.4386835208013713,0.6648041377711731,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
1265_right.jpeg,fov_misalignment,0.24503882478746236,0.0017238790692614993,0.25937623404765714,0.6142703649723111,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
1265_right.jpeg,jpeg_q25,0.43921048019041725,0.0017615034998253957,0.7773386583212718,0.6657493935121679,good,
40135_left.jpeg,baseline,0.40414751989650755,0.0003227445046090725,0.798970393776348,0.49751513709176853,good,
40135_left.jpeg,defocus_blur,0.4046753303316263,1.847135242062785e-05,0.7989925118412423,0.5000822505848931,good,
40135_left.jpeg,low_light,0.4033379331456674,8.541405328393749e-05,0.7972480317054186,0.4970678257098294,good,
40135_left.jpeg,uneven_illumination,0.3704661641666115,0.00012043658333811364,0.7032474563509411,0.4971255192417876,good,
40135_left.jpeg,fov_misalignment,0.1701906757438536,0.0003149726726955025,0.13420156319741477,0.4923765582227209,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
40135_left.jpeg,jpeg_q25,0.40346417616608643,0.00019860422154170182,0.7970471972510995,0.4976728617583397,good,
14969_left.jpeg,baseline,0.3820192543018409,0.0005359058460185621,0.7508287559039363,0.47605930958822334,good,
14969_left.jpeg,defocus_blur,0.38240878589769767,2.596922632224953e-05,0.7508263958118976,0.47843663869201847,good,
14969_left.jpeg,low_light,0.38090090375859037,0.00014305359589145066,0.7486231699739677,0.4753022913173805,good,
14969_left.jpeg,uneven_illumination,0.3643180129602334,0.0001948108107666382,0.7010836134103682,0.4754432957691917,usable,
14969_left.jpeg,fov_misalignment,0.15369838902415864,0.0005310521465727421,0.10116425915432725,0.47231390984606003,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
14969_left.jpeg,jpeg_q25,0.3814734688165023,0.00019867764483080995,0.7495380365953118,0.47622273980084334,good,
19777_right.jpeg,baseline,0.37014179223464805,0.0010249702099293602,0.5963926175648692,0.6439775520118884,good,
19777_right.jpeg,defocus_blur,0.3703834716894251,7.080227514124759e-05,0.5964056301272036,0.6464527209393893,good,
19777_right.jpeg,low_light,0.36610677137656567,0.0002990568453927213,0.5888169064166752,0.639604925570289,usable,
19777_right.jpeg,uneven_illumination,0.3003047859621659,0.000420408339909742,0.42131799663437414,0.6107012952166845,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
19777_right.jpeg,fov_misalignment,0.20488002027707314,0.000916398231976605,0.1563074075966399,0.5992234733018341,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
19777_right.jpeg,jpeg_q25,0.3683220133138034,0.0008657291544913254,0.5911980443005859,0.6442256245872072,usable,
34262_right.jpeg,baseline,0.40629955315890215,0.0002888083630460684,0.8053107819976116,0.49730102445807867,good,
34262_right.jpeg,defocus_blur,0.40689305995331293,1.953783769085908e-05,0.8053424952756987,0.5000614858869684,good,
34262_right.jpeg,low_light,0.4055345427782721,7.796006417104781e-05,0.8036863593997188,0.4968525318508085,good,
34262_right.jpeg,uneven_illumination,0.2993054353882051,0.00010107836936573903,0.500118583632094,0.4968939990769035,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
34262_right.jpeg,fov_misalignment,0.1658053970453775,0.0002772719602732107,0.12188336238731874,0.4921412457028266,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
34262_right.jpeg,jpeg_q25,0.4061673339183301,0.00020813469694011628,0.8048709414098713,0.4975170021843965,good,
17043_right.jpeg,baseline,0.45405046953756256,0.0003324922490802584,0.781145468832043,0.7220662341868618,good,
17043_right.jpeg,defocus_blur,0.45414363355021925,4.647945561496806e-05,0.7811478981264134,0.7228931096949144,good,
17043_right.jpeg,low_light,0.45230978519851206,0.00011651153533500951,0.7794618491943466,0.717806133465427,good,
17043_right.jpeg,uneven_illumination,0.4291036223246763,0.00015580647627391967,0.7128666796644827,0.7181518474063913,good,
17043_right.jpeg,fov_misalignment,0.2678976371100642,0.00029382382477440553,0.29573433934561805,0.6570923552367526,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
17043_right.jpeg,jpeg_q25,0.45365758880013335,0.00022474652647841827,0.7802212209594581,0.7219610514149266,good,
13546_left.jpeg,baseline,0.4205259300896403,0.0002860330396750662,0.8460038197847427,0.4972407197964413,good,
13546_left.jpeg,defocus_blur,0.4211034046764587,1.7490376211170283e-05,0.8460220225108912,0.4999548025886491,good,
13546_left.jpeg,low_light,0.41990976507443156,7.741436535469396e-05,0.8447960377626095,0.4968007444455055,good,
13546_left.jpeg,uneven_illumination,0.362918106821592,0.00010623352583112738,0.6818900924565854,0.4968563242058187,usable,
13546_left.jpeg,fov_misalignment,0.17522889183439008,0.00027625943536619703,0.14906564028344182,0.49178165584415584,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.; Incomplete field of view. Ensure proper alignment with pupil.
13546_left.jpeg,jpeg_q25,0.4202909217376244,0.00017448763618180062,0.8453153475398472,0.49744302017682074,good,
18627_left.jpeg,baseline,0.4169695058457054,0.0022862923505595455,0.7204290395267264,0.6556193002845094,good,
18627_left.jpeg,defocus_blur,0.4172247819862703,9.380663696642647e-05,0.720512442134125,0.6600316183381598,good,
18627_left.jpeg,low_light,0.4149585133275475,0.0005613414300567213,0.7170607075872574,0.6550509163999391,good,
18627_left.jpeg,uneven_illumination,0.3009735341750418,0.000907726578641198,0.39102579015152883,0.6550056679622008,reject,Image is out of focus. Please refocus and ensure patient is still.; Uneven illumination detected. Check flash intensity and alignment.
